customer_id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_1135,57.0,retired,married,secondary,no,2753.0,yes,yes,cellular,705,1.0,2,failure,1.0
id_38581,46.0,blue-collar,married,primary,no,2751.0,yes,no,cellular,906,2.0,1,failure,1.0
id_33131,52.0,technician,divorced,secondary,no,2748.0,yes,no,cellular,992,2.0,0,unknown,1.0
id_33052,41.0,admin.,single,secondary,no,2744.0,yes,no,cellular,898,1.0,1,failure,1.0
id_19321,29.0,admin.,single,unknown,no,2734.0,no,no,cellular,837,1.0,0,unknown,1.0
id_44457,51.0,blue-collar,divorced,secondary,no,2720.0,no,no,cellular,814,4.0,0,unknown,1.0
id_15088,52.0,admin.,divorced,secondary,no,2718.0,no,no,telephone,704,1.0,2,failure,1.0
id_15322,58.0,retired,married,secondary,no,2717.0,no,no,cellular,880,1.0,2,failure,1.0
id_44810,63.0,retired,married,secondary,no,2717.0,no,no,cellular,1001,1.0,0,unknown,1.0
id_36605,52.0,management,married,tertiary,no,2707.0,yes,no,cellular,702,1.0,0,unknown,1.0
id_29427,74.0,retired,divorced,primary,no,2696.0,no,no,cellular,913,5.0,2,success,1.0
id_5722,33.0,admin.,single,unknown,no,2688.0,yes,no,cellular,888,2.0,0,unknown,1.0
id_41808,25.0,services,single,secondary,no,2685.0,no,yes,unknown,790,1.0,0,unknown,1.0
id_10595,38.0,management,single,tertiary,no,2681.0,no,yes,cellular,702,2.0,0,unknown,1.0
id_22060,51.0,retired,divorced,tertiary,no,2678.0,yes,no,cellular,892,1.0,0,unknown,1.0
id_9835,36.0,services,married,secondary,no,2677.0,no,no,cellular,755,2.0,1,success,1.0
id_500,33.0,management,single,tertiary,no,2671.0,yes,no,cellular,703,1.0,2,success,1.0
id_31985,32.0,self-employed,married,tertiary,no,2667.0,no,no,telephone,837,2.0,9,other,1.0
id_41858,23.0,blue-collar,single,secondary,no,2667.0,yes,no,cellular,920,1.0,0,unknown,1.0
id_12384,47.0,admin.,divorced,secondary,no,2660.0,no,no,unknown,869,2.0,0,unknown,1.0
id_38798,61.0,entrepreneur,divorced,primary,no,2652.0,no,no,cellular,838,2.0,0,unknown,1.0
id_19913,33.0,management,single,tertiary,no,2649.0,no,no,cellular,740,1.0,10,success,1.0
id_12016,37.0,management,single,tertiary,no,2645.0,no,no,cellular,740,1.0,1,success,1.0
id_32997,78.0,retired,married,primary,no,2635.0,no,no,cellular,786,2.0,0,unknown,1.0
id_6595,44.0,services,single,secondary,no,2627.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_21045,67.0,retired,married,secondary,no,2625.0,no,no,cellular,781,2.0,0,unknown,1.0
id_5984,50.0,services,married,primary,no,2620.0,yes,no,cellular,701,2.0,0,unknown,1.0
id_41010,32.0,unemployed,single,secondary,no,2619.0,no,no,cellular,885,1.0,2,other,1.0
id_21659,55.0,services,married,primary,no,2619.0,yes,no,cellular,901,2.0,2,failure,1.0
id_33154,32.0,services,single,secondary,no,2617.0,no,no,cellular,703,1.0,0,unknown,1.0
id_43781,37.0,technician,divorced,tertiary,no,2615.0,yes,no,cellular,823,2.0,0,unknown,1.0
id_6605,27.0,management,single,secondary,no,2609.0,no,no,cellular,874,1.0,0,unknown,1.0
id_10647,53.0,housemaid,married,primary,no,2607.0,no,no,unknown,866,1.0,0,unknown,1.0
id_44565,58.0,technician,married,unknown,no,2607.0,no,no,telephone,992,2.0,0,unknown,1.0
id_14964,44.0,admin.,married,secondary,no,2604.0,no,no,cellular,759,1.0,0,unknown,1.0
id_3296,37.0,admin.,single,secondary,no,2600.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_40945,58.0,technician,divorced,secondary,no,2598.0,yes,no,cellular,785,2.0,0,unknown,1.0
id_2259,49.0,entrepreneur,married,primary,no,2598.0,yes,no,telephone,701,1.0,0,unknown,1.0
id_2234,31.0,management,married,tertiary,no,2596.0,no,no,cellular,706,1.0,2,success,1.0
id_25851,38.0,admin.,married,secondary,no,2595.0,yes,yes,cellular,929,1.0,2,other,1.0
id_43143,40.0,admin.,married,secondary,no,2594.0,no,no,cellular,705,1.0,0,unknown,1.0
id_25649,74.0,retired,married,primary,no,2591.0,no,no,telephone,709,3.0,12,failure,1.0
id_6519,75.0,retired,married,primary,no,2586.0,no,no,telephone,802,1.0,20,failure,1.0
id_6022,47.0,blue-collar,married,primary,no,2585.0,yes,no,telephone,702,2.0,6,failure,1.0
id_30718,31.0,technician,single,secondary,no,2583.0,no,no,cellular,881,1.0,1,failure,1.0
id_32396,41.0,blue-collar,married,primary,no,2583.0,no,no,telephone,702,2.0,0,unknown,1.0
id_35374,34.0,management,married,tertiary,no,2581.0,no,no,cellular,703,1.0,0,unknown,1.0
id_13609,54.0,housemaid,married,primary,no,2581.0,no,no,cellular,732,1.0,1,failure,1.0
id_26569,55.0,blue-collar,married,primary,no,2579.0,no,no,cellular,794,7.0,0,unknown,1.0
id_18279,53.0,management,married,tertiary,no,2579.0,no,no,cellular,705,1.0,0,unknown,1.0
id_21414,61.0,housemaid,married,primary,no,2577.0,no,no,telephone,902,5.0,0,unknown,1.0
id_42709,50.0,housemaid,married,primary,no,2576.0,no,no,cellular,921,1.0,0,unknown,1.0
id_22838,58.0,housemaid,married,primary,no,2575.0,no,no,cellular,767,3.0,7,other,1.0
id_21477,35.0,management,single,tertiary,no,2572.0,yes,no,cellular,893,1.0,0,unknown,1.0
id_22629,38.0,blue-collar,married,primary,no,2572.0,no,no,unknown,866,1.0,0,unknown,1.0
id_115,40.0,services,married,primary,no,2571.0,yes,no,cellular,892,1.0,2,failure,1.0
id_35176,31.0,management,single,tertiary,no,2565.0,no,no,cellular,663,1.0,0,unknown,1.0
id_22945,48.0,technician,married,tertiary,no,2564.0,yes,no,cellular,835,1.0,0,unknown,1.0
id_7510,32.0,self-employed,single,tertiary,no,2562.0,no,no,cellular,838,1.0,0,unknown,1.0
id_42047,42.0,admin.,married,secondary,no,2558.0,no,no,telephone,1000,2.0,0,unknown,1.0
id_19202,51.0,technician,married,tertiary,no,2557.0,no,no,cellular,837,1.0,1,other,1.0
id_40833,60.0,retired,married,secondary,no,2553.0,no,no,cellular,800,2.0,0,unknown,1.0
id_28119,64.0,retired,married,tertiary,no,2552.0,yes,no,cellular,712,1.0,8,success,1.0
id_38768,34.0,admin.,single,secondary,no,2552.0,yes,no,cellular,923,1.0,0,unknown,1.0
id_24738,47.0,unemployed,married,secondary,no,2550.0,no,no,cellular,802,2.0,0,unknown,1.0
id_20907,28.0,technician,single,secondary,no,2547.0,no,no,cellular,1014,1.0,2,success,1.0
id_10591,29.0,technician,single,secondary,no,2545.0,no,no,cellular,928,2.0,0,unknown,1.0
id_3618,34.0,management,married,tertiary,no,2545.0,no,no,cellular,814,1.0,0,unknown,1.0
id_8216,40.0,blue-collar,divorced,secondary,no,2542.0,yes,no,cellular,891,2.0,1,failure,1.0
id_32192,59.0,retired,divorced,primary,no,2541.0,yes,no,cellular,814,6.0,0,unknown,1.0
id_22886,41.0,blue-collar,divorced,secondary,no,2539.0,yes,no,unknown,892,1.0,0,unknown,1.0
id_28519,68.0,retired,married,unknown,no,2538.0,no,no,telephone,861,5.0,4,other,1.0
id_25310,68.0,retired,married,unknown,no,2535.0,no,no,telephone,769,3.0,9,success,1.0
id_24974,48.0,admin.,married,secondary,no,2535.0,no,no,cellular,907,2.0,1,failure,1.0
id_35145,43.0,services,married,tertiary,no,2519.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_24877,48.0,entrepreneur,divorced,secondary,no,2516.0,yes,no,cellular,702,2.0,0,unknown,1.0
id_32069,48.0,admin.,divorced,secondary,no,2510.0,yes,yes,unknown,891,1.0,0,unknown,1.0
id_33003,54.0,blue-collar,married,unknown,no,2507.0,no,no,telephone,884,2.0,0,unknown,1.0
id_34181,26.0,student,single,unknown,no,2501.0,no,no,cellular,969,2.0,0,unknown,1.0
id_37422,40.575475409836066,management,married,tertiary,no,2499.0,no,no,cellular,800,2.0,0,unknown,1.0
id_33649,33.0,blue-collar,married,secondary,no,2498.0,yes,no,cellular,916,1.0,1,failure,1.0
id_2721,49.0,blue-collar,married,unknown,no,2495.0,no,no,cellular,786,3.0,0,unknown,1.0
id_12711,48.0,technician,married,secondary,no,2493.0,yes,no,cellular,701,1.0,1,failure,1.0
id_22100,22.0,student,single,secondary,no,2490.0,no,no,cellular,714,2.0,10,other,1.0
id_17178,50.0,blue-collar,married,primary,no,2489.0,no,no,cellular,801,2.0,0,unknown,1.0
id_8278,49.0,technician,married,secondary,no,2481.0,no,no,cellular,808,2.0,0,unknown,1.0
id_9260,59.0,services,married,secondary,no,2479.0,yes,no,cellular,807,1.0,1,success,1.0
id_161,27.0,services,single,tertiary,no,2474.0,yes,no,cellular,823,1.0,0,unknown,1.0
id_8686,37.0,management,married,tertiary,no,2474.0,no,no,cellular,704,2.0,0,unknown,1.0
id_5959,52.0,housemaid,married,tertiary,no,2469.0,no,no,cellular,962,2.0,0,unknown,1.0
id_34326,36.0,blue-collar,married,primary,no,2465.0,yes,no,cellular,824,1.0,0,unknown,1.0
id_44934,37.0,management,married,tertiary,no,2462.0,no,no,cellular,860,2.0,4,other,1.0
id_39088,36.0,management,married,tertiary,no,2448.0,no,no,cellular,702,2.0,0,unknown,1.0
id_10953,30.0,management,married,tertiary,no,2445.0,yes,yes,cellular,703,1.0,0,unknown,1.0
id_34430,34.0,management,married,secondary,no,2441.0,no,no,cellular,991,1.0,0,unknown,1.0
id_35375,33.0,self-employed,married,tertiary,no,2423.0,no,no,telephone,873,2.0,1,other,1.0
id_37685,44.0,management,divorced,tertiary,no,2422.0,yes,no,cellular,824,2.0,0,unknown,1.0
id_40395,29.0,unemployed,single,secondary,no,2420.0,no,no,cellular,710,1.0,1,failure,1.0
id_16671,30.0,technician,married,secondary,no,2419.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_39734,45.0,self-employed,married,tertiary,no,2419.0,no,no,cellular,703,1.0,4,failure,1.0
id_39854,40.575475409836066,blue-collar,married,tertiary,no,2407.0,yes,no,telephone,702,1.0,0,unknown,1.0
id_17130,47.0,services,married,primary,no,2404.0,yes,yes,cellular,916,2.0,0,unknown,1.0
id_10165,51.0,admin.,single,secondary,no,2402.0,yes,no,cellular,812,1.0,2,failure,1.0
id_38346,54.0,admin.,single,secondary,no,2396.0,yes,no,cellular,719,1.0,0,unknown,1.0
id_19247,38.0,technician,married,secondary,no,2395.0,no,no,cellular,800,2.0,0,unknown,1.0
id_12550,36.0,services,divorced,secondary,no,2393.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_16324,40.575475409836066,admin.,married,primary,no,2392.0,no,yes,cellular,703,2.0,0,unknown,1.0
id_10629,41.0,services,married,primary,no,2388.0,yes,no,cellular,899,2.0,0,unknown,1.0
id_15756,47.0,blue-collar,married,primary,no,2385.0,no,no,cellular,803,2.0,0,unknown,1.0
id_27988,32.0,admin.,married,secondary,no,2378.0,yes,yes,telephone,835,1.0,0,unknown,1.0
id_11484,40.0,blue-collar,married,secondary,no,2375.0,no,no,cellular,815,2.0,0,unknown,1.0
id_28913,35.0,admin.,married,secondary,no,2374.0,yes,no,cellular,713,1.0,2,failure,1.0
id_42173,35.0,management,married,tertiary,no,2368.0,yes,no,cellular,895,1.0,0,unknown,1.0
id_10931,60.0,management,married,primary,no,2357.0,yes,no,cellular,919,1.0,0,unknown,1.0
id_15052,37.0,admin.,single,primary,no,2356.0,yes,no,unknown,859,1.0,0,unknown,1.0
id_41790,62.0,management,married,unknown,no,2356.0,no,no,cellular,714,3.0,13,success,1.0
id_44952,48.0,blue-collar,married,primary,no,2353.0,no,yes,telephone,831,2.0,0,unknown,1.0
id_22287,58.0,housemaid,married,primary,no,2352.0,no,no,unknown,866,1.0,0,unknown,1.0
id_16258,45.0,management,married,tertiary,no,2350.0,no,no,cellular,873,2.0,1,success,1.0
id_42811,56.0,self-employed,married,primary,no,2349.0,no,yes,telephone,815,3.0,0,unknown,1.0
id_1505,47.0,management,married,tertiary,no,2346.0,no,no,cellular,957,1.0,0,unknown,1.0
id_11181,34.0,management,single,tertiary,no,2338.0,no,no,cellular,827,1.0,0,unknown,1.0
id_40423,66.0,entrepreneur,married,tertiary,no,2333.0,no,no,telephone,986,1.0,1,success,1.0
id_870,54.0,management,married,tertiary,no,2331.0,no,no,cellular,902,1.0,0,unknown,1.0
id_33765,29.0,technician,single,tertiary,no,2326.0,no,no,cellular,712,1.0,8,success,1.0
id_39390,31.0,student,single,unknown,no,2325.0,no,no,cellular,713,2.0,5,failure,1.0
id_43484,27.0,technician,single,tertiary,no,2324.0,no,no,cellular,993,1.0,0,unknown,1.0
id_39829,49.0,blue-collar,married,secondary,no,2322.0,yes,no,cellular,929,1.0,0,unknown,1.0
id_40139,32.0,technician,married,secondary,no,2322.0,no,no,cellular,678,1.0,2,failure,1.0
id_22370,38.0,admin.,married,secondary,no,2319.0,no,no,cellular,838,1.0,0,unknown,1.0
id_27678,27.0,self-employed,married,tertiary,no,2304.0,no,no,cellular,879,2.0,0,unknown,1.0
id_35076,31.0,admin.,divorced,secondary,no,2298.0,yes,no,cellular,990,2.0,2,failure,1.0
id_29397,53.0,services,divorced,primary,no,2298.0,yes,no,unknown,900,2.0,0,unknown,1.0
id_14017,59.0,management,single,tertiary,no,2296.0,no,no,cellular,801,2.0,0,unknown,1.0
id_42773,25.0,admin.,single,secondary,no,2294.0,yes,no,cellular,888,1.0,0,unknown,1.0
id_29026,31.0,management,married,secondary,no,2292.0,no,no,cellular,794,2.0,0,unknown,1.0
id_42213,36.0,blue-collar,married,primary,no,2288.0,yes,no,cellular,891,1.0,0,unknown,1.0
id_32989,29.0,admin.,married,secondary,no,2287.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_34726,37.0,management,divorced,tertiary,no,2285.0,no,no,cellular,704,3.0,0,unknown,1.0
id_44101,34.0,technician,single,tertiary,no,2281.0,no,no,cellular,702,1.0,0,unknown,1.0
id_16900,37.0,management,married,tertiary,no,2281.0,yes,yes,cellular,893,1.0,0,unknown,1.0
id_37892,61.0,unknown,married,unknown,no,2278.0,no,no,telephone,776,1.0,0,unknown,1.0
id_12024,48.0,admin.,married,tertiary,no,2278.0,yes,yes,cellular,879,1.0,0,unknown,1.0
id_26177,41.0,blue-collar,married,primary,no,2277.0,yes,no,cellular,922,2.0,3,failure,1.0
id_27627,97.0,retired,divorced,primary,no,2277.0,no,no,telephone,915,17.0,0,unknown,1.0
id_22942,21.0,services,single,secondary,no,2269.0,no,yes,cellular,843,1.0,0,unknown,1.0
id_10202,35.0,management,married,tertiary,no,2268.0,yes,no,cellular,829,1.0,0,unknown,1.0
id_2547,50.0,housemaid,divorced,primary,no,2256.0,yes,no,cellular,821,1.0,0,unknown,1.0
id_31315,37.0,admin.,married,secondary,no,2250.0,no,no,telephone,993,2.0,0,unknown,1.0
id_30395,38.0,technician,single,secondary,no,2246.0,no,yes,cellular,794,2.0,0,unknown,1.0
id_10855,35.0,management,divorced,tertiary,no,2244.0,no,no,cellular,872,1.0,0,unknown,1.0
id_23461,36.0,blue-collar,married,primary,no,2243.0,yes,no,cellular,703,1.0,1,failure,1.0
id_35794,44.0,housemaid,married,primary,no,2242.0,no,no,telephone,816,2.0,0,unknown,1.0
id_24110,53.0,retired,married,primary,no,2238.0,no,no,unknown,863,1.0,0,unknown,1.0
id_23376,43.0,entrepreneur,married,secondary,no,2234.0,yes,no,cellular,823,1.0,0,unknown,1.0
id_11469,74.0,retired,married,primary,no,2226.0,no,no,telephone,804,2.0,1,success,1.0
id_17404,56.0,services,divorced,primary,no,2223.0,yes,no,cellular,888,4.0,0,unknown,1.0
id_14931,53.0,admin.,single,unknown,no,2222.0,no,no,cellular,971,2.0,0,unknown,1.0
id_36684,47.0,blue-collar,single,unknown,no,2220.0,no,no,unknown,859,2.0,0,unknown,1.0
id_25946,75.0,retired,married,primary,no,2219.0,no,no,telephone,991,1.0,0,unknown,1.0
id_4856,24.0,technician,single,tertiary,no,2209.0,yes,no,cellular,860,1.0,0,unknown,1.0
id_43822,52.0,management,married,secondary,no,2206.0,yes,no,telephone,704,1.0,0,unknown,1.0
id_17787,57.0,retired,divorced,secondary,no,2203.0,no,no,cellular,973,1.0,1,failure,1.0
id_42906,36.0,technician,married,secondary,no,2200.0,no,no,telephone,924,1.0,0,unknown,1.0
id_44672,72.0,retired,divorced,secondary,no,2195.0,no,no,telephone,709,1.0,0,unknown,1.0
id_43214,57.0,management,divorced,tertiary,no,2190.0,no,no,cellular,991,1.0,0,unknown,1.0
id_4674,41.0,technician,divorced,secondary,no,2179.0,no,no,cellular,786,10.0,0,unknown,1.0
id_41951,68.0,retired,married,primary,no,2176.0,no,no,cellular,830,1.0,5,failure,1.0
id_26136,55.0,management,divorced,tertiary,no,2170.0,yes,yes,telephone,704,1.0,0,unknown,1.0
id_37625,61.0,admin.,single,secondary,no,2166.0,yes,yes,cellular,899,1.0,0,unknown,1.0
id_35085,23.0,services,single,secondary,no,2162.0,yes,yes,telephone,870,1.0,0,unknown,1.0
id_19033,35.0,management,married,tertiary,no,2161.0,no,no,cellular,958,2.0,3,success,1.0
id_32876,56.0,admin.,married,secondary,no,2160.0,yes,yes,cellular,901,1.0,0,unknown,1.0
id_2850,54.0,blue-collar,married,primary,no,2160.0,no,no,telephone,814,3.0,0,unknown,1.0
id_22590,23.0,technician,single,secondary,no,2159.0,yes,no,cellular,824,1.0,0,unknown,1.0
id_1967,47.0,blue-collar,married,secondary,no,2156.0,no,no,cellular,919,1.0,0,unknown,1.0
id_29547,38.0,blue-collar,married,secondary,no,2149.0,yes,no,cellular,705,1.0,0,unknown,1.0
id_2616,47.0,blue-collar,single,primary,no,2143.0,yes,no,cellular,899,2.0,2,other,1.0
id_12106,84.0,housemaid,married,primary,no,2141.0,no,no,cellular,777,3.0,8,other,1.0
id_34329,39.0,services,divorced,secondary,no,2137.0,yes,no,cellular,920,1.0,0,unknown,1.0
id_6097,61.0,retired,married,tertiary,no,2137.0,no,no,cellular,739,2.0,0,unknown,1.0
id_44322,61.0,retired,divorced,tertiary,no,2133.0,no,no,cellular,835,6.0,0,unknown,1.0
id_5474,31.0,management,single,tertiary,no,2130.0,no,no,cellular,712,2.0,0,unknown,1.0
id_4624,53.0,management,divorced,tertiary,no,2126.0,yes,no,cellular,705,1.0,0,unknown,1.0
id_4824,58.0,retired,married,secondary,no,2121.0,no,no,cellular,927,1.0,0,unknown,1.0
id_39242,28.0,admin.,married,secondary,no,2120.0,no,no,cellular,920,1.0,2,other,1.0
id_24840,31.0,management,single,tertiary,no,2119.0,no,no,cellular,803,2.0,0,unknown,1.0
id_40071,32.0,blue-collar,married,primary,no,2117.0,yes,no,telephone,919,1.0,0,unknown,1.0
id_26178,46.0,blue-collar,married,primary,no,2115.0,no,no,telephone,800,2.0,0,unknown,1.0
id_10061,36.0,services,single,secondary,no,2112.0,no,yes,cellular,838,1.0,0,unknown,1.0
id_29548,51.0,technician,married,secondary,no,2099.0,yes,no,cellular,931,1.0,2,failure,1.0
id_42120,52.0,self-employed,married,unknown,no,2096.0,no,no,cellular,867,6.0,0,unknown,1.0
id_26871,37.0,entrepreneur,married,tertiary,no,2091.0,yes,no,cellular,823,1.0,0,unknown,1.0
id_11711,43.0,admin.,divorced,secondary,no,2089.0,no,no,cellular,702,3.0,0,unknown,1.0
id_1846,47.0,housemaid,divorced,primary,no,2081.0,yes,no,cellular,827,2.0,0,unknown,1.0
id_4577,54.0,management,single,tertiary,no,2079.0,no,no,cellular,860,1.0,0,unknown,1.0
id_35997,39.0,blue-collar,married,primary,no,2077.0,yes,yes,cellular,892,1.0,2,failure,1.0
id_20420,31.0,admin.,single,secondary,no,2077.0,no,yes,cellular,704,1.0,7,other,1.0
id_41703,72.0,retired,married,primary,no,2076.0,no,no,cellular,801,1.0,3,other,1.0
id_37985,48.0,blue-collar,divorced,secondary,no,2070.0,no,no,cellular,892,1.0,0,unknown,1.0
id_28825,31.0,technician,married,tertiary,no,2069.0,no,no,cellular,794,2.0,0,unknown,1.0
id_12001,59.0,retired,married,secondary,no,2064.0,no,no,cellular,941,1.0,3,other,1.0
id_28535,59.0,housemaid,divorced,secondary,no,2061.0,no,no,cellular,879,1.0,2,failure,1.0
id_13908,52.0,blue-collar,divorced,primary,no,2059.0,yes,no,unknown,892,2.0,0,unknown,1.0
id_18636,34.0,blue-collar,single,unknown,no,2054.0,no,no,unknown,866,1.0,0,unknown,1.0
id_6621,51.0,management,divorced,tertiary,no,2040.0,no,no,cellular,993,1.0,0,unknown,1.0
id_13025,44.0,unemployed,married,secondary,no,2040.0,no,no,telephone,993,1.0,0,unknown,1.0
id_37936,29.0,unemployed,single,tertiary,no,2037.0,no,no,telephone,965,2.0,0,unknown,1.0
id_24381,35.0,management,married,tertiary,no,2037.0,no,no,cellular,677,2.0,0,unknown,1.0
id_36192,58.0,technician,married,secondary,no,2035.0,no,no,cellular,702,2.0,0,unknown,1.0
id_37030,41.0,technician,married,secondary,no,2032.0,no,yes,cellular,990,1.0,1,other,1.0
id_3729,66.0,retired,divorced,primary,no,2030.0,no,no,cellular,769,2.0,4,success,1.0
id_29196,47.0,self-employed,single,primary,no,2027.0,no,no,cellular,815,2.0,0,unknown,1.0
id_4062,67.0,retired,divorced,primary,no,2026.0,no,no,cellular,952,2.0,0,unknown,1.0
id_1299,58.0,unemployed,divorced,secondary,no,2026.0,no,no,cellular,800,3.0,1,failure,1.0
id_1291,36.0,housemaid,single,secondary,no,2023.0,no,no,unknown,869,1.0,0,unknown,1.0
id_17958,23.0,student,single,unknown,no,2021.0,no,no,telephone,998,3.0,0,unknown,1.0
id_2996,60.0,housemaid,married,unknown,no,2020.0,no,no,telephone,969,1.0,0,unknown,1.0
id_20994,41.0,technician,single,secondary,no,2019.0,yes,no,cellular,998,1.0,1,other,1.0
id_14783,36.0,management,married,tertiary,no,2017.0,yes,no,cellular,893,1.0,0,unknown,1.0
id_8235,27.0,blue-collar,single,secondary,no,2007.0,no,no,cellular,1014,2.0,0,unknown,1.0
id_8281,55.0,services,married,unknown,no,2006.0,no,no,cellular,859,1.0,0,unknown,1.0
id_18905,61.0,housemaid,married,primary,no,2005.0,no,no,cellular,807,2.0,0,unknown,1.0
id_3925,43.0,technician,single,secondary,no,2004.0,yes,no,cellular,703,1.0,0,unknown,1.0
id_33262,63.0,retired,married,primary,no,1994.0,no,no,telephone,720,1.0,0,unknown,1.0
id_40180,41.0,management,married,tertiary,no,1988.0,no,no,cellular,703,1.0,1,failure,1.0
id_20961,59.0,retired,married,primary,no,1984.0,no,no,telephone,831,4.0,0,unknown,1.0
id_25420,39.0,management,single,tertiary,no,1979.0,no,no,cellular,701,1.0,0,unknown,1.0
id_8170,52.0,services,divorced,tertiary,no,1978.0,yes,no,telephone,703,1.0,0,unknown,1.0
id_16654,34.0,unemployed,single,tertiary,no,1976.0,no,no,cellular,991,1.0,0,unknown,1.0
id_41361,32.0,blue-collar,single,secondary,no,1975.0,yes,yes,cellular,900,1.0,0,unknown,1.0
id_4957,37.0,blue-collar,married,secondary,no,1972.0,yes,yes,cellular,893,1.0,0,unknown,1.0
id_38444,46.0,self-employed,divorced,secondary,no,1963.0,yes,no,cellular,991,2.0,3,other,1.0
id_7275,54.0,admin.,single,secondary,no,1963.0,no,yes,unknown,878,1.0,0,unknown,1.0
id_27010,34.0,blue-collar,single,primary,no,1955.0,yes,no,cellular,893,1.0,0,unknown,1.0
id_23397,42.0,blue-collar,married,primary,no,1954.0,no,no,cellular,802,2.0,0,unknown,1.0
id_30133,34.0,management,single,tertiary,no,1952.0,yes,yes,cellular,773,1.0,0,unknown,1.0
id_35337,56.0,retired,married,primary,no,1949.0,no,no,cellular,780,1.0,7,success,1.0
id_43731,46.0,blue-collar,married,secondary,no,1948.0,no,no,cellular,829,1.0,0,unknown,1.0
id_21492,46.0,management,married,tertiary,no,1947.0,no,no,cellular,779,2.0,0,unknown,1.0
id_10302,52.0,blue-collar,married,primary,no,1947.0,no,no,cellular,800,2.0,0,unknown,1.0
id_11042,50.0,blue-collar,married,secondary,no,1945.0,no,no,cellular,734,1.0,1,success,1.0
id_28707,57.0,technician,married,secondary,no,1940.0,no,yes,cellular,969,1.0,4,success,1.0
id_3149,29.0,services,single,secondary,no,1936.0,no,no,cellular,754,1.0,0,unknown,1.0
id_22507,40.0,management,divorced,tertiary,no,1929.0,yes,yes,cellular,997,1.0,0,unknown,1.0
id_3500,35.0,admin.,married,secondary,no,1928.0,yes,no,cellular,920,1.0,0,unknown,1.0
id_6430,35.0,technician,single,tertiary,no,1926.0,yes,no,cellular,916,1.0,0,unknown,1.0
id_30141,38.0,admin.,single,secondary,no,1924.0,yes,no,cellular,704,1.0,1,other,1.0
id_44964,25.0,student,single,secondary,no,1923.0,yes,no,cellular,891,1.0,4,failure,1.0
id_24219,27.0,management,single,secondary,no,1921.0,no,yes,cellular,837,1.0,0,unknown,1.0
id_14547,50.0,blue-collar,divorced,secondary,no,1907.0,yes,yes,cellular,817,2.0,0,unknown,1.0
id_44463,30.0,management,married,tertiary,no,1907.0,no,no,cellular,809,1.0,0,unknown,1.0
id_27153,55.0,management,married,tertiary,no,1905.0,no,no,cellular,906,2.0,7,other,1.0
id_36457,29.0,blue-collar,married,secondary,no,1903.0,no,no,cellular,894,1.0,0,unknown,1.0
id_9426,45.0,technician,married,secondary,no,1896.0,no,no,cellular,808,2.0,0,unknown,1.0
id_9482,54.0,services,married,primary,no,1895.0,no,no,cellular,816,4.0,0,unknown,1.0
id_13458,37.0,technician,single,tertiary,no,1894.0,yes,no,cellular,894,1.0,7,other,1.0
id_42607,40.575475409836066,self-employed,married,secondary,no,1881.0,yes,yes,cellular,702,2.0,11,failure,1.0
id_35323,37.0,management,single,tertiary,no,1879.0,no,no,cellular,902,1.0,0,unknown,1.0
id_23678,36.0,technician,single,tertiary,no,1877.0,no,no,cellular,886,1.0,0,unknown,1.0
id_8767,54.0,services,divorced,unknown,no,1877.0,yes,no,unknown,876,1.0,0,unknown,1.0
id_43737,40.0,unemployed,married,secondary,no,1874.0,no,no,cellular,701,1.0,0,unknown,1.0
id_22420,36.0,blue-collar,married,primary,no,1874.0,yes,no,cellular,993,1.0,0,unknown,1.0
id_22799,57.0,admin.,divorced,secondary,no,1873.0,no,no,cellular,879,3.0,5,success,1.0
id_31574,25.0,admin.,single,secondary,no,1868.0,no,no,cellular,871,1.0,0,unknown,1.0
id_31090,27.0,admin.,single,secondary,no,1866.0,no,no,cellular,775,1.0,1,success,1.0
id_18236,60.0,technician,married,secondary,no,1861.0,no,no,telephone,992,2.0,1,other,1.0
id_13307,42.0,services,married,secondary,no,1859.0,yes,no,telephone,900,1.0,0,unknown,1.0
id_41765,25.0,blue-collar,single,secondary,no,1855.0,yes,no,cellular,745,1.0,5,other,1.0
id_4772,60.0,retired,married,secondary,no,1854.0,no,no,telephone,804,1.0,2,success,1.0
id_23815,32.0,management,married,tertiary,no,1852.0,no,no,cellular,993,2.0,0,unknown,1.0
id_43909,31.0,services,single,secondary,no,1850.0,no,no,telephone,970,1.0,3,other,1.0
id_18531,39.0,management,married,tertiary,no,1850.0,no,no,cellular,893,2.0,1,failure,1.0
id_7212,38.0,blue-collar,married,secondary,no,1846.0,yes,no,cellular,895,1.0,0,unknown,1.0
id_41979,42.0,management,married,tertiary,no,1845.0,yes,no,cellular,900,1.0,0,unknown,1.0
id_17503,65.0,retired,married,unknown,no,1844.0,no,no,cellular,782,2.0,0,unknown,1.0
id_1904,54.0,retired,married,secondary,no,1844.0,no,no,cellular,674,2.0,1,success,1.0
